SEQ_NO,MEDIA_TY,TITLE_NM,PLACE_NM,PLACE_TY,RELATE_PLACE_DC,OPER_TIME,REST_TIME,RSTDE_GUID_CN,ADDR,LC_LA,LC_LO,TEL_NO,LAST_UPDT_DE
6588,drama,빈센조,콜린,cafe,"15회에서 가방 쇼핑을 한 후, 홍차영(전여빈) 이 카페에서 한잔하면서 가방을 어머니에게 직접 선물해야 한다고 말한다.","일-목 10시 30분 - 23시, 금-토 10시 30분 - 24시",정보없음,연중무휴,서울특별시 마포구 어울마당로 45,37.549176,126.9204,050713351119,20221125
6589,drama,빈센조,서강8경,restaurant,빈센조 카사노/박주형(송중기 분)과 검찰관 정인국(고상호 분)의 마지막 만남에서 이 식당 발코니는 물론 건물 외관이 보인다.,매일 12시 - 24시,"15시 - 17시 30분, 19시 30분 - 20시",연중무휴,서울특별시 마포구 토정로 128 8층,37.544923,126.92535,023341919,20221125
6590,drama,빈센조,서대문형무소역사관,playground,앞서 교도소 내 살인사건에 연루됐던 강호철은 16회에서 이 건물에서 풀려나 최명희(김여진 분)에게 픽업된다. 19화에서는 장한석(옥택연)이 이곳에서 나온다.,"11-2월 화-일 09시 30분 - 17시, 3-10월 화-일 09시 30분 - 18시",정보없음,월요일,서울특별시 서대문구 통일로 251,37.574692,126.95649,023608590,20221125
6591,drama,빈센조,느린마을양조장 강남점,restaurant,"18, 19회에서 박주형(송중기)과 장한서(곽동연)가 '쌀의 힘'으로 만난다.","월-토 17시 - 24시, 일 16시 - 23시",정보없음,연중무휴,서울특별시 서초구 서초대로73길 7 우송빌딩 지하1층,37.498122,127.02527,025877720,20221125
6592,drama,빈센조,신세계센트럴시티,store,11회에서 이 건물에서 정보를 교환했습니다.,매일 10시 30분 - 20시 30분,정보없음,연중무휴,서울특별시 서초구 신반포로 176,37.5043439,127.003599,0262820114,20221125
6593,drama,빈센조,카페 할아버지공장,cafe,4화에서 빈센조가 이탈리아에서 아메리카노는 구정물이나 다름없습니다라고 홍차영에게 말하는 장면,매일 11시 - 22시,정보없음,연중무휴,서울특별시 성동구 성수이로7가길 9,37.5411105,127.054858,050713172301,20221118
6594,drama,빈센조,언더스탠드 에비뉴,playground,3회에서는 실종된 바벨약품 연구원의 연락처를 찾지 못한 홍차영(전여빈)과 장준우(2PM 옥택연)가 아이스크림을 먹으러 찾아온다.,"매일 10시 - 22시 카페 서울숲, 매일 10시 - 19시 엄마 손만두 소풍, 매일 11시 - 20시 쓰담슈즈",정보없음,연중무휴,서울특별시 성동구 왕십리로 63,37.543534,127.043785,027255526,20221125
6595,drama,빈센조,IFC서울,playground,"13화에서 보듯 장한석(옥택연)이 바벨그룹 회장 취임식에 참석하기 위해 도착하는 '바벨그룹' 본사로 보인다. 준우의 사무실은 이 단지의 투 IFC 빌딩에 있는데, 예를 들어 에피소드 15에서 볼 수 있다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 국제금융로 10,37.525023,126.92565,0226703114,20221125
6596,drama,빈센조,콘래드 서울 호텔,stay,17회에서 박주형(송중기)은 이 방에서 장준우/장한석(2PM 옥택연)에게 전화를 걸어 이렇게 말한다. '체스 게임'이 시작되었습니다. 이후 그와 홍차영(전여빈)은 이 방에서 원격으로 상황이 전개되는 것을 지켜본다.,"매일 입실 16시, 퇴실 11시",정보없음,연중무휴,서울특별시 영등포구 국제금융로 10 서울 국제금융 센터,37.525497,126.92681,0261377000,20221125
6597,drama,빈센조,서울시티클럽,playground,빈센조 카사노/박주형(송중기)은 18회에서 한승혁(조한철)과 만나 거래를 제안한다.,매일 06시 - 22시 30분,정보없음,"1, 3번째 일요일",서울특별시 영등포구 여의공원로 101 C.C.M.M빌딩,37.529282,126.92486,027819611,20221125
6598,drama,빈센조,여의도 금호 리첸시아,stay,바벨 화학 희생자의 사무실이 이곳에 있다. 5회에서 홍차영(전여빈)과 빈센조 카사노/박주형(송중기)가 이곳에서 그들을 만난다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 여의동로 213,37.51852,126.9397,,20221125
6599,drama,빈센조,노들섬,playground,13회에서 한승혁(조한철)이 이 장소에서 장한서(곽동연)와 만난다.,화-일 09시 - 21시 30분 (야외공간 24시 개방),정보없음,"월요일, 명절(당일), 1월1일",서울특별시 용산구 양녕로 445,37.5181029,126.957064,027494500,20221125
6600,drama,빈센조,동작대교,playground,최종회 20회에서 장한석(옥택연)이 이 다리에서 최명희(김여진)에게 말을 건넨다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 용산구 이촌동 동작대교,37.51041,126.981893,0221998580,20221125
6601,drama,빈센조,명보빌딩,playground,12회에서 Vincenzo Cassano/박주형(송중기)이 클래식 음악을 들으며 이 장소에서 휴식을 취하고 있습니다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 용산구 이태원로 251 스트라디움빌딩,37.537287,127.00047,0221996114,20221125
6602,drama,빈센조,쌍대포소금구이 본점,restaurant,2회에서 빈센조(송중기)는 조영은(최영준)과 중국인 투자자에게 이 빌딩의 시크릿룸에 대해 하는 사람은 특별 대우를 받는다는 사실을 말해주면서 싸움이 납니다.,"일-목 09시 - 22시 50분, 금-토 09시 - 23시 50분",정보없음,연중무휴,서울특별시 용산구 청파로 291,37.545541,126.97006,050714741637,20221125
6603,drama,빈센조,서울드래곤시티,stay,"장준우(김여진 분)가 동료이자 상급 검찰총장 황진태(서진원 분), 서웅호(황태광 분)와 함께 저녁을 먹었던 장소로 보인다. 8회에서는 장한서(곽동연 분)와 신광은행장 황민성(김성철 분)의 만남이 이곳에서 펼쳐진다.",내부시설별 상이,정보없음,연중무휴,서울특별시 용산구 청파로20길 95,37.531844,126.96306,0222237000,20221125
6604,drama,빈센조,부암동 7번지,playground,바벨그룹과의 계약을 파기한 길종문(홍서준) 박사는 9화에서 검찰 보호 요청의 일환으로 이 집으로 옮겨진다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 북악산로 147,37.598022,126.97348,050713439511,20221125
6605,drama,빈센조,포시즌스호텔,stay,8화에서 황민성(김성철)과 빈센조 카사노/박주형(송중기)이 이 술집에서 만나 술을 마신다.,"매일 입실 15시, 퇴실 12시",정보없음,연중무휴,서울특별시 종로구 새문안로 97,37.57065,126.9754,0263885000,20221125
6606,drama,빈센조,청계천,playground,20회 마지막회 김영호(강채민)가 친구들과 수다를 떨고 있는 모습이 그려졌다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 서린동 148,37.569205,126.97791,0222906114,20221125
6607,drama,빈센조,우정국로2길,playground,10화에서 강철 눈의 빈센조 까사노/박주형(송중기)이 자신의 '목표물'을 찾아 이 거리를 걷는다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 우정국로2길,37.569547,126.98445,0221481114,20221125
6608,drama,빈센조,석파랑,restaurant,18화에서 장준우/장한석(옥택연)의 집이 침입자의 공격을 받고 그가 돌계단을 뛰어내려가는 모습의 외관으로 보인다.,매일 12시 - 22시,정보없음,연중무휴,서울특별시 종로구 자하문로 309,37.59932,126.95872,023952500,20221125
6609,drama,빈센조,장안빌딩,playground,10화에서 빈센조 카사노/박주형(송중기)은 이 건물 옥상에서 두 부패한 경찰에 대한 수색을 끝내고 그들과 싸운다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 종로 65,37.570472,126.98468,0221481114,20221125
6610,drama,빈센조,JW메리어트 동대문스퀘어서울,stay,19회에서 검사 정인국(고상호)이 진급을 축하하고 박주형(송중기)의 깜짝 방문을 받는 식당,"매일 입실 15시, 퇴실 12시",정보없음,연중무휴,서울특별시 종로구 청계천로 279,37.5703776,127.008887,0222763000,20221125
6611,drama,빈센조,한국은행화폐박물관,playground,홍차영이 다니는 대형로펌 우상의 건물,화-일 10시 - 17시,정보없음,월요일,서울특별시 중구 남대문로 39,37.5621318,126.979968,027594881,20221118
6612,drama,빈센조,서울디자인재단,playground,20회에서 홍차영(전여빈)이 이 장소에서 열린 행사에서 1년 만에 빈센조 카사노/박주형(송중기)과 재회한다. 그들이 오랫동안 기다려온 두 번째 키스를 나누는 것도 여기에 있다.,매일 10시 - 20시,정보없음,연중무휴,서울특별시 중구 을지로 281,37.566752,127.0101,0221530000,20221125
6613,drama,빈센조,청계상가,playground,이 건물은 Vincenzo(빈센조)에서 '금가 플라자'로 나온다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 중구 청계천로 160,37.568177,126.99533,0222734955,20221125
6614,drama,빈센조,서울로7017,playground,빈센조 카사노/박주형(송중기)은 3회에서 자신을 집으로 초대하는 변호사 홍유찬(유재명)의 메시지를 받고 이 고가도로를 걷는다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 중구 청파로 432,37.556524,126.97375,023137017,20221125
6615,drama,빈센조,레스케이프 호텔,stay,2회에서 박주형(송중기)는 호텔 이 라운지에서 금가광장 계획을 동맹들에게 설명한다.,"매일 입실 15시, 퇴실 11시",정보없음,연중무휴,"서울특별시 중구 퇴계로 67 에이케이타워 B동 지하 8층, 6~25층",37.5597171,126.979505,023174000,20221125
6616,drama,빈센조,한국의 집,playground,"9회에서 한승혁(조한철), 최명희(김여진), 장한서(곽동연) 바벨그룹 회장이 이곳에서 동남지검을 만난다.",화-일 11시 30분 - 22시,15시 30분 - 17시,월요일,서울특별시 중구 퇴계로36길 10,37.560304,126.99471,0222669101,20221125
6617,drama,빈센조,경원재 앰배서더 인천,stay,"한승혁(조한철)은 이 곳 진입로에서 허 판사(차순배)와 허 판사가 모르는사이에 마주치게 되는데, 그를 집까지 태워다 줄 사람은 다름 아닌 빈첸조 카사노(송중기)이다.","매일 입실 15시, 퇴실 11시",정보없음,연중무휴,인천광역시 연수구 테크노파크로 200,37.391611,126.63723,0327291101,20221125
6618,drama,빈센조,인천국제공항,playground,1화에서 한국에 도착한 빈센조 카사노/박주형(송중기)은 그를 일상적으로 검문하는 경찰에게 제지당한다.,매일 00시 - 24시,정보없음,연중무휴,인천광역시 중구 공항로 272,37.44919,126.4514,15772600,20221125
6619,drama,빈센조,스타파이브 카페,cafe,3회에서 Vincenzo Cassano/박주형(송중기)이 바벨 그룹의 나덕진(나철)과 만나 타협을 하는 장면이다.,매일 10시 - 21시,정보없음,연중무휴,인천광역시 중구 공항서로 133-1,37.439365,126.4315,050714091150,20221125
6620,drama,빈센조,그랜드 하얏트 인천,stay,14화에서 남주성(윤병희)이 아트갤러리에서 비공개 이벤트 예약을 한 커플을 픽업한다.,"매일 입실 15시, 퇴실 11시",정보없음,연중무휴,인천광역시 중구 영종해안남로321번길 208,37.440449,126.45747,0327451234,20221125
6621,drama,빈센조,선문대학교 천안캠퍼스,playground,5화에서에서 홍차영(전여빈)은 박주형(송중기)과 함께 지푸라기 로펌의 일원으로 돌아와 바벨화학과 우성에 대한 재판에 간다.,매일 00시 - 24시,정보없음,연중무휴,충청남도 천안시 동남구 천안대로 277,36.77042,127.16443,0415591214,20221125
6622,drama,빈센조,수주팔봉캠핑장,stay,"17회에서는 어머니의 장례를 치르고 빈첸조 카사노/박주형(송중기), 홍차영(전여빈)이 이 캠핑장의 강바닥으로 찾아온다.",매일 00시 - 24시,정보없음,연중무휴,충청북도 충주시 대소원면 문주리 산 1-1,36.899344,127.92367,0438558085,20221125
6623,drama,빛나는 로맨스,스포엔샤웨딩,playground,101-102화에서 웨딩드레스를 입었다.,"월,목-금 00시 - 24시",정보없음,"화요일, 수요일, 주말",서울특별시 강남구 도산대로81길 16-6,37.5255713,127.047991,025482688,20221125
6624,drama,빠담빠담…. 그와 그녀의 심장박동소리,동피랑 벽화마을,playground,4화에서 양강철(정우성)이 어머니와 함께 사는 동네로 나온다.,매일 00시 - 24시,정보없음,연중무휴,경상남도 통영시 동피랑1길 6-18,34.845641,128.427523,0556507418,20221125
6625,drama,빠스껫 볼,운보의 집,playground,이곳은 민치호(정동현)의 집으로 등장한다.,"화-금 09시 30분 - 17시 30분, 주말 09시 30분 - 18시",정보없음,월요일,충청북도 청주시 청원구 내수읍 형동2길 92-41,36.692197,127.5651,0432130570,20221125
6626,drama,빨강 구두,청아공원기독교전용관,playground,김진아(소이현)은 9회에서 이곳에 잠들어 있는 돌아가신 아버지를 찾아간다.,매일 08시 - 18시,정보없음,연중무휴,경기도 고양시 일산동구 은마길 129,37.719031,126.80572,0319779911,20221125
6627,drama,빨강 구두,마두역,station,9회에서 윤기석(박윤재)은 김진아(소이현)에게 신장의 대가로 돈을 달라고 제안하자 이 역에 뛰어들어 눈물을 흘린다.,매일 05시 - (익일) 01시,정보없음,연중무휴,경기도 고양시 일산동구 장백로 194,37.6512534,126.777172,15447788,20221125
6628,drama,빨강 구두,중림동약현성당,playground,1회에서 민희경(최명길)이 자녀들과 함께 이 교회에서 기도한다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 중구 청파로 447-1,37.559115,126.96744,023621891,20221125
6629,drama,뿌리 깊은 나무,경복궁,playground,드라마 예고편과 오프닝 장면에서 이도(한석규)는 이곳의 정자를 산책하고 있다. 또 극중 대부분의 장면이 이곳을 메인으로 촬영되었다,"수-월 09시 - 17시 (11월-2월), 수-월 09시 - 18시 (3-5월, 9-10월), 수-월 09시 - 18시 30분 (6-8월)",정보없음,화요일(공휴일인 경우 다음날 휴무),서울특별시 종로구 사직로 161,37.5806736,126.976952,0237003900,20221125
6630,drama,사내맞선,스카이베이호텔 경포,stay,6회에서 강회장(이덕화 분)과 강태무(안효섭 분)가 취임하는 호텔 '유니온'으로 나온다.,"매일 입실 15시, 퇴실 11시",정보없음,연중무휴,강원도 강릉시 해안로 476,37.804363,128.90769,050714418903,20221125
6631,drama,사내맞선,켄싱턴호텔 설악,stay,9회 미국 출장 중 멤버들 라운지,매일 00시 - 24시,정보없음,연중무휴,강원도 속초시 설악산로 998,38.173235,128.49847,16707463,20221125
6632,drama,사내맞선,오크밸리 리조트,stay,1화에서 볼 수 있듯이 이 곳은 강태무(안효섭) 가족의 집입니다.,"매일 입실 15시, 퇴실 11시",정보없음,연중무휴,강원도 원주시 지정면 오크밸리1길 66,37.434485,127.817496,0337303500,20221125
6633,drama,사내맞선,카페 디썸,cafe,신하리(김세종)는 5회에서 강태무(안효섭)를 만나기 위해 '금희'로 이 카페에 찾아온다.,매일 08시 30분 - 23시,정보없음,연중무휴,경기도 고양시 일산서구 호수로856번길 8-1,37.671018,126.74826,050713522229,20221125
6634,drama,사내맞선,화랑육교,playground,신하리(김세정)와 강태무(안효섭 분)는 이 다리에서 서로를 만나기 위해 달려가 마침내 9화에서 또 다른 키스를 나눈다.,매일 00시 - 24시,정보없음,연중무휴,경기도 성남시 분당구 삼평동 화랑육교,37.40165,127.1052,15773100,20221125
6635,drama,사내맞선,모로미쿠시 광교카페거리점,restaurant,5회에서 진영서(설인아)는 이 인기있는 동네 식당에서 저녁을 먹기로 결정했습니다,매일 17시 30분 - (익일) 01시,정보없음,연중무휴,경기도 수원시 영통구 센트럴파크로127번길 48,37.294673,127.05381,0312154222,20221125
6636,drama,사내맞선,이포보편의점,playground,1회에서 강태무(안효섭)와 신하리(김세정)는 강회장(이덕화)을 따라 팥빵을 판매하는 길가 식당으로 향한다.,정보없음,정보없음,정보없음,경기도 여주시 금사면 금사로 48,37.405143,127.53593,0318816120,20221125
6637,drama,사내맞선,메이크샵,playground,진영서(설인아 분)와 차성훈(김민구 분)과 차성훈(김민구 분)을 만나 사업 제안,월-토 11시 - 19시,정보없음,일요일,경기도 파주시 광인사길 209,37.716759,126.68768,07075962500,20221125
6638,drama,사내맞선,승잠원,restaurant,3회에서 처음으로 강다구 회장(이덕화)을 만나기 위해 이 식당에 강태무(안효섭)가 신하리(김세종)를 데려온다.,임시휴업,정보없음,임시휴업,경기도 파주시 법원읍 초리골길 77,37.850608,126.88775,0319589522,20221125
6639,drama,사내맞선,로케이션 이음 (구 로얄퀘스트),playground,11회 에서 입원 중인 강태무(안효섭)이 치료받는 병원으로 등장한다.,매일 00시 - 24시 (예약 필수),정보없음,연중무휴,경기도 파주시 탄현면 새오리로286번길 48-70,37.713531,126.74641,0319443249,20221125
6640,drama,사내맞선,경기영어마을 파주캠퍼스,playground,3화 회상 장면에서 뉴욕에서 신하리(김세종)와 강태무(안효섭)의 첫 만남이 버스킹 바이올리니스트를 보며 이 건물 밖에서 벌어지는 모습이 그려진다.,매일 09시 - 22시,정보없음,연중무휴,경기도 파주시 탄현면 얼음실로 40,37.7852355,126.703739,15880554,20221125
6641,drama,사내맞선,아다마스253,cafe,2회에서 진영서(설인아)는 신하리(김세정)을 속여 강태무(안효섭)과 이곳에서 만나게 합니다. 그는 '가짜' 영서와 직접 만나게 되고 다른 사람을 사칭하고 시간을 낭비한 것에 대해 그녀에게 말합니다.,매일 11시 - 21시,16시 - 17시,연중무휴,경기도 파주시 탄현면 헤이리마을길 47,37.7877435,126.697996,0319491296,20221125
6642,drama,사내맞선,모쿠슈라,restaurant,"2회에서 이곳에서 만나 가짜 소개팅을 논의하고, 영서는 이전에도 부인했지만 태무의 소개팅 상대가 누구인지 알고 있음을 무심코 밝힌다.",매일 10시 30분 - 21시,15시 - 16시,연중무휴,경기도 파주시 탄현면 헤이리마을길 54,37.7882397,126.698221,07077248100,20221125
6643,drama,사내맞선,파머스테이블,restaurant,9회에서 차성훈(김민규)은 진영서(설인아)를 이 식당으로 초대해 고아원 원장인 어머니(김정영)를 소개했다.,"화-목, 주말 11시 30분 - 21시, 금 13시 30분 - 21시","화-목 15시 - 17시, 주말 15시 30분 - 16시 30분",월요일,경기도 파주시 탄현면 헤이리마을길 59-77,37.7902235,126.695397,0319486225,20221125
6644,drama,사내맞선,퍼스트가든,playground,5화에서 신하리(김세종)는 '금희' 역으로 이 장소 식당 밖에서 강태무(안효섭)와 마주치고 그가 그녀의 실명으로 그녀를 부를 때 충격을 받습니다.,매일 10시 - 22시,정보없음,연중무휴,경기도 파주시 탑삭골길 260,37.7321551,126.793933,0319576861,20221125
6645,drama,사내맞선,카페 종이와 나무,cafe,9회에서 강다구 회장(이덕화 분)이 가장 좋아하는 일일 드라마의 촬영 장소 중 하나로 등장,"평일 09시 30분 - 19시 30분, 주말 09시 30분 - 20시",정보없음,연중무휴,경기도 파주시 회동길 445-1,37.720328,126.69388,0319559210,20221125
6646,drama,사내맞선,대구은행 제2본점,playground,드라마에서 일하는 '고푸드' 본사로 나타납니다.,평일 09시 30분 - 15시 30분,정보없음,주말,대구광역시 북구 옥산로 111,35.884382,128.58824,0533576871,20221125
6647,drama,사내맞선,코엑스,playground,신하리(김세종)는 이 호텔의 스카이라운지 레스토랑에서 강태무(안효섭)를 만난다.,매일 10시 - 18시,정보없음,연중무휴,서울특별시 강남구 영동대로 513,37.510177,127.05866,0260000114,20221125
6648,drama,사내맞선,그랜드 워커힐 서울,stay,1회에서 긴장한 신하리(김세정)는 친구 진영서인 척하면서 이 호텔에 방을 예약한 강태무(안효섭)의 소개팅을 기다린다.,"매일 입실 15시, 퇴실 11시",정보없음,연중무휴,서울특별시 광진구 워커힐로 177,37.555208,127.111341,024555000,20221125
6649,drama,사내맞선,멍텅구리즉석떡볶이 공릉점,restaurant,1회에서 신하리(김세종)와 진영서(설진아)가 만나 식사를 하는 모습,화-일 10시 - 21시 30분,정보없음,월요일,서울특별시 노원구 공릉로51길 14-2,37.62878,127.07643,029784645,20221125
6650,drama,사내맞선,마들원,restaurant,11화에서 진영서(설인아)의 아버지(이기영)는 남자친구 차성훈(김민규)과 함께 딸을 이 식당으로 초대한다.,매일 11시 30분 - 21시 30분,14시 30분 - 17시,연중무휴,서울특별시 노원구 공릉로62길 27-11,37.636388,127.07128,050714888001,20221125
6651,drama,사내맞선,가온문화공원,playground,"6회에서 차성훈(김민구)이 술에 취한 진영서(설진아)를 따라 귀가하면서, 그에게 술에 취해 자신의 감정을 고백하고, 결국 키스를 하게 되는 것이다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 상암동 1594,37.58181,126.88765,0231538114,20221125
6652,drama,사내맞선,몽마르뜨언덕위 은하수다방,cafe,신하리(김세정)는 1회에서 자신과 진영서(설진아 분)가 이 카페에 있는 동안 엑소시즘을 이용해 재벌 데이트를 겁주던 과정을 회상한다.,매일 12시 - 23시,정보없음,연중무휴,서울특별시 마포구 토정로 33-1,37.54572,126.91467,0264080248,20221125
6653,drama,사내맞선,스위스 그랜드 호텔,stay,"강다구(이덕화 분)는 11화에서 신하리(김세정 분)에게 이 호텔 '부페식당'에서 만나자고 하고 손자 강태무(안효섭 분)와의 관계를 묻는다. 하지만 그녀가 자신을 설명하기 전에, 그는 그녀에게 관계를 끝내라고 말한다.","매일 입실 15시, 퇴실 12시",정보없음,연중무휴,서울특별시 서대문구 연희로 353,37.588838,126.93403,0232165656,20221125
6654,drama,사내맞선,연남장,restaurant,태무(안효섭)와 그의 비서 차성훈(김민규)과 함께 신하리(김세종)와 진영서(설인아)가 자주 찾는 곳이다.,"매일 11시 - 21시 카페, 월-수 11시 30분 - 15시 식당, 목-일 11시 30분 - 21시",15시 - 17시,연중무휴,서울특별시 서대문구 연희로5길 22,37.564338,126.927572,0231417978,20221125
6655,drama,사내맞선,캐틀앤비 양재점,cafe,8에서 식사를 위해 여기에서 식사를 하고 그녀는 청구서의 비용을 보고 충격을 받습니다.,매일 10시 - 23시,정보없음,연중무휴,서울특별시 서초구 양재천로 131,37.478813,127.04192,050714262737,20221125
6656,drama,사내맞선,롯데월드,playground,"8회에서 강태무(안효섭)는 신하리(김세종)에게  이곳에서 만나자고 요청하고, 식사를 위한 것인 줄 알고 혼란스러워한다. 대신에, 그들은 회전목마와 범퍼카에서 재미있게 논다. 하리는 또한 그녀와 그의 부모님에 대한 어린 시절의 기억을 공유하는 태무를 위해 옥수수 개를 산다.",매일 10시 - 21시,정보없음,연중무휴,서울특별시 송파구 올림픽로 240,37.5112601,127.097998,16612000,20221125
6657,drama,사내맞선,은성회관,restaurant,강태무(안효섭)가 신하리(김세정) 일행과 함께 이 식당에서 비즈니스 만찬을 하는 모습이 9회에서 방송된다.,매일 11시 30분 - 22시,정보없음,연중무휴,서울특별시 영등포구 여의대방로65길 12 에리트빌딩 2층,37.519615,126.93001,027838667,20221125
6658,drama,사내맞선,더리버,playground,"4화에서 강태무(안효섭)가 신하리(김세종)를 가짜 결혼기념일 데이트를 위해 이 식당으로 데려온다. 나중에, 태무가 하리를 존경하듯이, 그들은 밖으로 나가 아름다운 불꽃놀이를 감상한다.",매일 12시 - 21시,정보없음,연중무휴,서울특별시 용산구 용산동6가 451,37.507108,126.98472,025957148,20221125
6659,drama,사내맞선,동작대교,playground,11화에서 영서는 진영서(설인아)의 아버지(이기영)와의 만남을 마치고 이 다리를 건너던 중 차성훈(김민구)의 차량 장갑실에서 약혼반지를 발견한다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 용산구 이촌동 동작대교,37.51041,126.981893,0221998580,20221125
6660,drama,사내맞선,소월로,playground,11화에서강태무(안효섭)는 신하리(김세정)를 찾기 위해 이 곳에 차를 잠시 세워둔다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 용산구 후암동 소월로,37.544714,126.99091,0221996114,20221125
6661,drama,사내맞선,율곡로3길,playground,10화에서 강태무(안효섭)와 신하리(김세정)는 이 거리의 남쪽에서 데이트를 했다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 율곡로3길,37.577811,126.98239,0221481114,20221125
6662,drama,사내맞선,한국의 집,playground,10회에서 신하리(김세종)가 비 오는 날 강태무(안효섭)를 데리고 전통한식집에서 식사를 한다.,화-일 11시 30분 - 22시,15시 30분 - 17시,월요일,서울특별시 중구 퇴계로36길 10,37.560304,126.99471,0222669101,20221125
6663,drama,사내맞선,오크우드프리미어 인천,stay,3회에서 신하리(김세종)는 이 방에서 강태무(안효섭)와 차성훈(김민규)을 만난다.,"매일 입실 15시, 퇴실 11시",정보없음,연중무휴,인천광역시 연수구 컨벤시아대로 165,37.389269,126.64424,0327262000,20221125
6664,drama,사내맞선,인천국제공항,playground,1화에서 강태무(안효섭)와 그의 비서 차성훈(김민규)이 공항에 도착했다.,매일 00시 - 24시,정보없음,연중무휴,인천광역시 중구 공항로 272,37.44919,126.4514,15772600,20221125
6665,drama,사내맞선,인천자유공원,playground,최종회 12회에서 강태무(안효섭)가 신하리(김세정)에게 이 산책로에서 청혼한다.,매일 00시 - 24시,정보없음,연중무휴,인천광역시 중구 송학동1가 1-1,37.474776,126.62373,0327607114,20221125
6666,drama,사내맞선,인천아트플랫폼,playground,2회에서 진영서(설인아)와 강태무(안효섭)가 만나 이야기를 나눴다.,화-일 09시 - 18시,정보없음,월요일,인천광역시 중구 제물량로218번길 3,37.472906,126.62001,0327601000,20221125
6667,drama,사내맞선,듀레베이커리 호암점,cafe,1회에서 강태무(안효섭)는 이 카페에서 신하리(김세종)를 만난다.,수-월 09시 30분 - 21시 30분,정보없음,화요일,충청북도 충주시 중원대로 3250,36.958536,127.92437,0438485451,20221125
6668,drama,사당보다 먼 의정부보다 가까운 시즌3,디지털미디어시티역,station,"8회에서 한사랑(김채은)과 우정우(무진성) PD가 이 지하철역 승강장에 앉아 있다. 그는 그녀에게 목걸이와 어울리는 귀걸이 한 쌍을 주고, 그녀가 그것들을 착용하는 것을 지켜본다. 그녀가 몸부림치자, 그는 그녀를 도우려고 손을 뻗고, 그녀는 그에게 키스할 생각을 한다. 에피소드 에필로그에서 정우는 단상에 홀로 앉아 사랑의 사진을 바라본다. 나중에, 그는 아마 그녀의 곁에 있을 것이라고 추측하며 달려간다.",매일 05시 - (익일) 01시,정보없음,연중무휴,서울특별시 마포구 수색로 175,37.577879,126.90052,0263116181,20221125
6669,drama,사랑과 야망,계명대학교 대명캠퍼스,playground,1회에서 오수재(서현진)는 TK 로펌에서 강등된 후 이 대학의 법대 교수로 임명된다.,매일 00시 - 24시,정보없음,연중무휴,대구광역시 남구 명덕로 104,35.85427,128.580543,0535805114,20221125
6670,drama,사랑비,제이드가든,playground,이 장소의 웨딩 가든은 정하나(임윤아)가 어머니와 함께 머물렀던 집으로 등장한다.,매일 09시 - 18시,정보없음,연중무휴,강원도 춘천시 남산면 햇골길 80,37.834632,127.53786,0332608300,20221125
6671,drama,사랑비,영주 무섬마을,playground,"2~3화에서 대학생 여섯 친구 정하나(임윤아), 서준(장근석), 이선호(김시후), 황인숙(황보라), 김창모(서인국), 백혜정(손은서)이 이곳으로 당일치기 여행을 온다.",매일 00시 - 24시,정보없음,연중무휴,경상북도 영주시 문수면 무섬로 238-2,36.732678,128.62112,0546381127,20221125
6672,drama,사랑비,계명대학교 대명캠퍼스,playground,4화에서 대명캠퍼스는 '한국대학'으로 등장한다. 모두가 1970년대 대학에 진학하는 곳이자 서인하(장근석 분)가 김윤희(윤아 분)에게 3초 만에 빠져드는 곳이다.,매일 00시 - 24시,정보없음,연중무휴,대구광역시 남구 명덕로 104,35.85427,128.580543,0535805114,20221125
6673,drama,사랑비,쎄라비음악다방,cafe,"서인하(장근석), 이동욱(김시호), 김창모(서인국), 백혜정(손은수), 황인석(황보라)는 이곳에서 어울려 놉니다.","평일 09시 - 21시 ,토 09시 - 21시",정보없음,일요일,대구광역시 중구 국채보상로102길 60,35.86789,128.5844,050713655664,20221125
6674,drama,사랑비,그랜드 워커힐 서울,stay,10회에서 서준(장근석)이 이 호텔에 체크인했다. 더 이상 정하나(윤아/임윤아)와 연락이 닿지 않자 잠옷 차림으로 호텔을 뛰쳐나와 택시를 부른다.,"매일 입실 15시, 퇴실 11시",정보없음,연중무휴,서울특별시 광진구 워커힐로 177,37.555208,127.111341,024555000,20221125
